,سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
5323,115000,كيا,اوبتيما,2018,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700,,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
5324,35000,اوبل,استرا,2006,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,326000.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,0,1,0,1,0
5325,50000,هونداي,i30,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,111000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
5326,19000,هونداي,توسان,2016,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,87000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
5327,45000,فولكسفاجن,جولف,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,4,1,1,1,0,0,1,1,0,0
5328,140000,بي,ام,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,110000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5329,40000,اوبل,استرا,2011,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,150000.0,5,نقدا فقط ,للبيع أو التبديل ,5,1,1,1,1,1,1,1,0,0
5330,27500,فيات,فرينو,2010,برتقالي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1360,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,1,0,0,1,0,0
5331,113000,هونداي,توسان,2017,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,87000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
5332,75000,مرسيدس,412,1997,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,,7,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,0,0,0,0
5333,58000,فولكسفاجن,بولو,2016,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
5334,106000,فولكسفاجن,كادي,2019,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,40000.0,7,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
5335,35200,اوبل,استرا,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
5336,79000,سيت,ليون,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,60000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,1,1,1,0
5337,54000,فورد,كونيكت,2008,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800,240000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,0,1,1,0,0
5338,17000,اوبل,استر,1997,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,4,0,0,0,1,0,0,1,0,0
5339,100000,هونداي,كونا,2018,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,36000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
5340,153000,هونداي,H1,2018,بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,37000.0,9,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
5341,145000,هونداي,توسان,2018,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,28000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5342,82000,سكودا,فابيا,2018,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
5343,24000,شفروليه,اوبترا,2006,سكني ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,400000.0,5,نقدا فقط ,للبيع فقط ,6,1,1,1,0,1,0,0,1,0
5344,50000,كيا,برايد,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,93000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5345,60000,بيجو,بارتنر,2014,بترولي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,8,نقدا فقط ,للتبديل فقط ,0,1,1,1,1,1,1,1,0,0
5346,100000,ستروين,بيرلينجو,2019,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,1,0
5347,10000,اوبل,اسكونا,1986,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,,5,نقدا فقط ,للبيع فقط ,10,0,0,0,0,0,0,0,0,0
5348,30000,شفروليه,افيو,2009,أسود ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,170000.0,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
5349,68000,كيا,ريو,2016,بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,4700.0,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
5350,56000,هونداي,اكسنت,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,0,0,1,1,0
5351,13000,كيا,سبورتاج,2018,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,70000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
5352,88000,كيا,سبورتاج,2015,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,160000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
5353,110000,هونداي,كونا,2019,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,60000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
5354,52999,كيا,مورننغ,2019,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,69000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
5355,82000,سكودا,اوكتافيا,2016,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,48000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5356,75000,سكودا,اوكتافيا,2012,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1800,112000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,1
5357,130000,سكودا,اوكتافيا,2017,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1800,60000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,1
5358,60000,هونداي,اكسنت,2013,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,85000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
5359,46000,كيا,برايد,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,190000.0,5,نقدا فقط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,1,0
5360,70000,فولكسفاجن,كادي,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,7,نقدا فقط ,للبيع فقط ,3,0,0,0,0,0,0,0,0,0
5361,27000,فيات,كيوبو,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300,1000000.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,1,1,1,0
5362,80000,سيت,ليون,2010,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,1
5363,49000,سكودا,اوكتافيا,2011,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
5364,80000,نيسان,ألتيما,2015,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2400,10000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
5365,27000,هونداي,فيرنا,2002,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,1,1,1,0,0
5366,52000,كيا,مورننغ,2019,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,26000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
5367,63000,كيا,مورننغ,2019,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,44000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
5368,35000,مرسيدس,200,1995,أسود ميتالك ,بنزين ,حكومي ,فلسطينية ,عادي ,يدوي ,2000,0.0,5,نقدا فقط ,للبيع أو التبديل ,9,1,1,1,1,1,0,1,0,1
5369,90000,فولكسفاجن,جولف,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,1
5370,50000,فولكسفاجن,ترانسبورتر,2005,أسود ميتالك ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,0,1,0,1,0,0,0
5371,65000,فولكسفاجن,كرافيل,2008,أسود ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,,8,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,0
5372,65000,بيجو,308,2015,عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,58041.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,1,1,1,1
5373,26000,فيات,باندا,2010,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,100000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
5374,110000,سكودا,اوكتافيا,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,140000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
5375,31000,فورد,فيستا,2012,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,120000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,0,0,0,1,0
5376,34000,نيسان,نوت,2010,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,155000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,0,0
5377,138000,هونداي,سانتافيه,2019,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,40000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5378,145000,سكودا,كاروك,2019,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,50000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5379,83000,هونداي,توسان,2015,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,92000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
5380,38000,فولكسفاجن,توران,2008,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,,7,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
5381,55000,شاحنة,داف,2001,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600,0.0,3,نقدا فقط ,للبيع فقط ,3,1,1,0,0,0,0,0,0,0
5382,38000,اوبل,كورسا,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع أو التبديل ,0,1,0,1,0,0,1,0,0,1
5383,165000,كيا,سورينتو,2018,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
5384,23000,فولكسفاجن,بولو,2001,فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,يدوي ,1900,,5,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
5385,32000,مرسيدس,412,1998,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2000,350000.0,3,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
5386,42000,اوبل,كورسا,2011,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,138000.0,5,نقدا فقط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,1
5387,49000,كيا,ريو,2014,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,14300.0,5,نقدا فقط ,للبيع فقط ,2,1,1,0,1,1,0,1,0,0
5388,17000,فولكسفاجن,بولو,1998,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,0.0,5,إمكانية التقسيط ,للبيع فقط ,5,1,1,0,1,0,1,1,1,0
5389,155000,فولكسفاجن,جولف,2017,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,60000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,1
5390,7500,رينو,R9,1986,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,1,0,1,0
5391,24000,هونداي,اكسنت,2002,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,0,0,1,0,0
5392,37000,فورد,فيستا,2012,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,100000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5393,100000,هونداي,سانتافيه,2015,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,94000.0,7,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
5394,46000,بي,ام,2005,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,160000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
5395,220000,بي,ام,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,115000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5396,38000,ستروين,بيرلينجو,2007,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
5397,62000,هونداي,اكسنت,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1600,80000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
5398,110000,سكودا,اوكتافيا,2016,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,21500.0,5,إمكانية التقسيط ,للبيع فقط ,0,0,0,1,1,0,1,1,0,1
5399,85000,كيا,اوبتيما,2016,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700,170000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
5400,55000,فولكسفاجن,توران,2008,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,200000.0,7,نقدا فقط ,للبيع فقط ,2,1,1,1,0,1,1,1,1,0
5401,22000,دايو,لانوس,1999,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
5402,46000,بي,ام,2004,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,1
5403,35000,فولكسفاجن,باسات,2003,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,200000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
5404,169000,كيا,سورينتو,2020,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,30000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5405,105000,جييب,همر,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3700,190000.0,5,نقدا فقط ,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,0
5406,85000,هونداي,توسان,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,121000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
5407,45000,هونداي,تراجيت,2007,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,260000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,1,1,1,1,1,1,0
5408,147000,سكودا,كاروك,2019,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,45000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,0,1,0,1
5409,42000,بيجو,308,2012,ذهبي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,116000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,0,0,0
5410,103000,فولكسفاجن,باسات,2015,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,0
5411,24000,اوبل,فيكترا,2001,زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,20000.0,5,نقدا فقط ,للبيع فقط ,3,0,0,1,1,1,0,1,0,0
5412,65000,ستروين,بيرلينجو,2016,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
5413,25000,اوبل,اسكونا,2015,أصفر ,هايبرد ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,500,5000.0,4,نقدا فقط ,للبيع فقط ,1,1,1,1,0,0,1,1,1,1
5414,98000,مرسيدس,416,2002,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2600,5000.0,8,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
5415,60000,كيا,برايد,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,72000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
5416,130000,سيت,ليون,2017,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,88000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5417,7000,فيات,اونو,1990,أبيض ,بنزين ,تأجير ,فلسطينية ,عادي ,يدوي ,1000,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
5418,52000,كيا,بيكانتو,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,6000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,1,0
5419,75000,سيت,ليون,2017,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,120000.0,5,إمكانية التقسيط ,للبيع فقط ,3,0,0,0,0,0,1,0,0,0
5420,130000,تويوتا,كورولا,2020,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,24000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
5421,35000,فورد,فوكس,2009,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
5422,49000,سكودا,اوكتافيا,2012,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,3000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,0,0,1,1,0,0
5423,52000,كيا,برايد,2014,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,18000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,0,0,1,0,0,0,0,0,0
5424,70000,كيا,سبورتاج,2011,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,0,0,0,0,0,0
5425,104000,هونداي,كونا,2018,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,19000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
5426,52000,هونداي,سانتافيه,2006,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,180000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,1
5427,58000,بيجو,بارتنر,2013,زيتي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600,250000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0
5428,60000,لاندروفر,ديفندر,1999,أبيض ,ديزل ,حكومي ,فلسطينية ,عادي ,الكتروني ,2500,250000.0,9,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,0,1,1,0,0
5429,65000,مازدا,3,2010,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,128000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,1
5430,44000,هونداي,i30,2008,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,91000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
5431,130000,هونداي,توسان,2017,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2250,95000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,0,1,1
5432,30000,مرسيدس,220,2000,أسود ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,350000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,9,1,1,1,1,1,1,1,1,1
5433,77000,هونداي,اكسنت,2018,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,39000.0,5,نقدا فقط ,للبيع فقط ,1,0,0,1,1,1,1,0,0,0
5434,68000,كيا,سيراتو,2016,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
5435,42000,اوبل,كورسا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,90000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,0
5436,143000,هونداي,سانتافيه,2018,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,54000.0,7,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
5437,67000,فورد,فوكس,2016,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,94000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,0,1,0,0,1,0,0
5438,39000,كيا,سيراتو,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,0,0,1,0
5439,29999,فولكسفاجن,بولو,2006,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,158000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,0,0
5440,11000,اوبل,اسكونا,1983,بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,0
5441,75000,رينو,كانجو,2016,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,100000.0,7,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,0,0,0,0
5442,24000,مرسيدس,220,1997,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2200,,5,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,0,0,0,1,0,0,0
5443,102000,هونداي,كونا,2018,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,32000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
5444,15000,كيا,سورينتو,2019,عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,22000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
5445,68000,سيت,ليون,2017,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,7000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
5446,450000,هونداي,H1,2014,برتقالي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500,0.0,8,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
5447,25000,بي,ام,1988,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,0,1,0,1,1,1,0
