Price,Brand,Model,Year,Color,Fuel_Type,Vehicle_History,Palestinian_Licence,Transmission_Type,Electric_Windows,Engine_Capacity,Kilometers_Driven,Seats,Installment_Payment_Method,Listed_For,Previous_Owners,Radio,Air_Conditioner,Central_Lock,Airbag,Magnesium_Rims,Alert_System,Leather_Seats,Sunroof,Kilometers_Driven_ZScore,Previous_Owners_Ranges,Previous_Owners_Labels
25000,مرسيدس,280,1983,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2800,997920.0,5,0,للبيع فقط ,4,1,1,0,0,1,1,1,1,4.327007247629621,[3-4],2
107000,فولكسفاجن,كادي,2015,أسود ميتالك ,ديزل ,خصوصي ,1,عادي ,1,1600,181118.0,7,1,للبيع أو التبديل ,0,1,1,1,1,0,1,0,0,-0.05925004353633943,[0-2],1
160000,اودي,Q5,2013,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,226397.0,5,1,للبيع فقط ,1,0,0,0,0,0,0,0,0,0.18389988005187843,[0-2],1
128000,ميتسوبيشي,باجيرو,2008,ذهبي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3200,423864.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,1.2443050559876239,[0-2],1
32000,هونداي,الانترا,2005,أبيض ,بنزين ,عمومي ,1,اوتوماتيك ,1,1600,32000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,1,-0.8600192810554514,[0-2],1
23000,بيجو,205,1999,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1400,247276.0,5,0,للبيع فقط ,7,1,1,1,1,1,1,0,1,0.29602089099731455,[5+),3
100000,فورد,فوكس,2014,فضي ,بنزين ,خصوصي ,1,عادي ,1,2000,92728.0,4,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.5339076496222198,[0-2],1
35000,ميتسوبيشي,لانسر,2000,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,10000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,-0.9781601039300908,[0-2],1
78000,فولكسفاجن,كادي,2008,سكني ,ديزل ,خصوصي ,1,عادي ,1,1900,216560.0,5,1,للبيع فقط ,1,1,1,1,0,0,0,1,0,0.1310748221147045,[0-2],1
42000,فولكسفاجن,جولف,2000,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,236973.0,5,0,للبيع فقط ,2,1,0,0,0,1,0,1,0,0.2406933956301596,[0-2],1
43000,سكودا,اوكتافيا,2000,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,520715.0,5,0,للبيع فقط ,2,1,1,1,1,1,0,0,0,1.7643985485436098,[0-2],1
58000,ستروين,بيرلينجو,2008,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1600,339597.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,1,0,0.7917881141159316,[0-2],1
58000,فولكسفاجن,جولف,2008,أسود ميتالك ,بنزين ,خصوصي ,1,عادي ,1,1600,154548.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.20193193734448336,[0-2],1
11000,سوبارو,نملة,1983,أزرق ,بنزين ,خصوصي ,1,عادي ,0,1600,824256.0,5,0,للبيع فقط ,4,0,0,0,0,0,0,0,0,3.394425072006832,[3-4],2
7000,رينو,R9,1982,سكني ,بنزين ,خصوصي ,1,عادي ,0,1400,844862.0,5,1,للبيع أو التبديل ,4,1,1,1,0,0,1,1,0,3.505080062741142,[3-4],2
77000,كيا,سيراتو,2014,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,39000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,1,-0.8224290192317026,[0-2],1
78500,فولكسفاجن,توران,2009,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1900,316957.0,7,0,للبيع أو التبديل ,1,1,1,1,0,1,0,0,0,0.670210467303121,[0-2],1
102000,كيا,اوبتيما,2013,أبيض عاجي ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,2000,50000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.7633586077943829,[0-2],1
158000,بي,ام,2012,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,67000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.6720679719367071,[0-2],1
97000,سكودا,اوكتافيا,2015,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,80000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.6022574856926021,[0-2],1
17000,دايو,ماتيز,2002,أحمر ,بنزين ,خصوصي ,1,عادي ,1,800,100000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,0,0,-0.49485673762474813,[0-2],1
55000,اوبل,كورسا,2014,فيراني ,بنزين ,خصوصي ,1,عادي ,1,1400,75000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,0,0,0,-0.6291076727095656,[0-2],1
36500,كيا,ريو,2010,أبيض ,ديزل ,عمومي ,1,عادي ,1,1500,294317.0,5,1,للبيع أو التبديل ,1,1,1,1,0,1,1,0,0,0.5486328204903104,[0-2],1
98000,فولكسفاجن,CC,2011,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,200000.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,0.04214700271452145,[0-2],1
30000,سيت,قرطبة,2004,أخضر ,ديزل ,عمومي ,1,عادي ,1,1900,430156.0,5,1,للبيع أو التبديل ,1,0,0,0,0,0,0,0,0,1.2780933313297709,[0-2],1
39000,هونداي,اكسنت,2007,أزرق سماوي ,بنزين ,خصوصي ,1,عادي ,0,1400,200000.0,5,0,للبيع أو التبديل ,4,1,1,1,0,0,0,0,0,0.04214700271452145,[3-4],2
4200,فولكسفاجن,بورا,2003,أحمر ,ديزل ,عمومي ,1,عادي ,1,1950,452795.0,5,0,للبيع فقط ,4,1,1,1,1,1,1,0,0,1.399665608105178,[3-4],2
76000,فولكسفاجن,كادي,2008,سكني ,ديزل ,خصوصي ,1,عادي ,1,1900,350000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,0,0,1,0,0.8476526132234259,[0-2],1
72000,هونداي,سانتافيه,2007,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,362236.0,7,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,0.9133603908913389,[0-2],1
33000,فولكسفاجن,باسات,2000,سكني ,ديزل ,عمومي ,1,اوتوماتيك ,1,1900,120000.0,5,1,للبيع أو التبديل ,5,1,1,1,1,1,1,0,1,-0.3874559895568942,[5+),3
95000,هونداي,توسان,2013,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,58700.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.7166392823848665,[0-2],1
33000,كيا,مورننغ,2015,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,36000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.8385391314418806,[0-2],1
89000,ميتسوبيشي,اوت,2008,سكني ,بنزين ,خصوصي ,1,عادي ,1,2400,92000.0,7,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.5378170368518898,[0-2],1
36000,هونداي,فيرنا,2007,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,164851.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.14660444197732841,[0-2],1
85000,كيا,اوبتيما,2013,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,50000.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.7633586077943829,[0-2],1
37000,شفروليه,اوبترا,2007,فضي ,بنزين ,خصوصي ,1,عادي ,1,1600,105000.0,5,1,للبيع أو التبديل ,1,0,0,0,0,0,0,0,0,-0.4680065506077847,[0-2],1
53000,بيجو,بارتنر,2008,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1600,339597.0,5,1,للبيع أو التبديل ,4,1,1,1,1,0,1,1,0,0.7917881141159316,[3-4],2
115000,كيا,سبورتاج,2016,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,48000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.7740986826011683,[0-2],1
78000,هونداي,توسان,2011,رمادي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,140000.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.2800552414890403,[0-2],1
45000,كيا,سييد,2009,رصاصي ,ديزل ,خصوصي ,1,عادي ,1,1600,190000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.01155337131940551,[0-2],1
40000,فولكسفاجن,بولو,2006,أخضر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,114000.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.4196762139772504,[0-2],1
43500,كيا,سيراتو,2006,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,95000.0,5,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,-0.5217069246417116,[3-4],2
49000,هونداي,i30,2008,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,98000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.5055968124315335,[0-2],1
95000,هونداي,توسان,2014,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,180000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.06525374535333248,[0-2],1
75000,فولكسفاجن,توران,2008,أسود ,ديزل ,خصوصي ,1,عادي ,1,1600,250000.0,5,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,0.31064887288415627,[0-2],1
42000,سكودا,اوكتافيا,2002,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,9977.0,5,1,للبيع فقط ,3,1,1,1,1,1,1,1,1,-0.9782836147903688,[3-4],2
55000,ستروين,بيرلينجو,2008,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,339597.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,0,0,0,0.7917881141159316,[0-2],1
39500,اودي,A4,2002,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,300000.0,5,0,للبيع فقط ,4,1,0,1,1,1,0,0,0,0.579150743053791,[3-4],2
6500,اوبل,اسكونا,1983,رمادي ,بنزين ,خصوصي ,1,عادي ,0,1300,824256.0,5,0,للبيع فقط ,4,0,0,0,0,0,0,0,0,3.394425072006832,[3-4],2
38000,فيات,باندا,2010,فضي ,بنزين ,خصوصي ,1,عادي ,1,1250,144000.0,5,0,للبيع فقط ,1,1,1,1,0,1,1,0,0,-0.2585750918754695,[0-2],1
80000,هونداي,i30,2012,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,120000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.3874559895568942,[0-2],1
56000,فورد,فوكس,2012,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,106000.0,5,1,للبيع أو التبديل ,1,0,0,0,0,0,0,0,0,-0.462636513204392,[0-2],1
58000,هونداي,توسان,2007,أسود ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,362236.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,0.9133603908913389,[0-2],1
41000,كيا,سيراتو,2007,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,164851.0,5,0,للبيع أو التبديل ,4,1,1,1,1,1,1,1,0,-0.14660444197732841,[3-4],2
69000,مرسيدس,C180,2005,زيتي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,185457.0,5,0,للبيع فقط ,1,0,1,1,1,1,1,1,1,-0.03594945124301853,[0-2],1
108000,هونداي,توسان,2016,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,50000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7633586077943829,[0-2],1
70000,ستروين,بيرلينجو,2013,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1600,152000.0,5,1,للبيع فقط ,4,1,1,1,1,0,1,0,0,-0.21561479264832795,[3-4],2
43000,سيت,ابيزا,2010,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1400,133941.0,5,0,للبيع فقط ,1,0,1,0,1,0,0,1,0,-0.31259229811619665,[0-2],1
158000,كيا,سورينتو,2016,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,60000.0,7,1,للبيع أو التبديل ,3,1,1,1,1,1,1,0,1,-0.709658233760456,[3-4],2
60000,هونداي,اكسنت,2013,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,47000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.779468720004561,[0-2],1
30000,سيت,توليدو,2006,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,384876.0,5,1,للبيع أو التبديل ,4,1,1,1,1,1,0,0,0,1.0349380377041495,[3-4],2
47000,مرسيدس,220,2006,أبيض ,ديزل ,عمومي ,1,نصف اوتوماتيك ,1,2200,350000.0,5,1,للبيع فقط ,1,1,0,1,1,1,1,1,0,0.8476526132234259,[0-2],1
15000,فيات,ريجاتا,1988,بيج ,بنزين ,خصوصي ,1,عادي ,0,1400,721224.0,5,0,للبيع فقط ,3,0,0,0,0,0,0,0,0,2.841139378260476,[3-4],2
12000,رينو,R9,1986,أبيض ,بنزين ,تدريب سياقة ,1,عادي ,0,1250,75458.0,5,1,للبيع فقط ,5,0,0,0,0,0,0,0,0,-0.6266481955788117,[5+),3
45000,سكودا,فابيا,2012,فيراني ,ديزل ,عمومي ,1,عادي ,1,1600,249037.0,5,1,للبيع أو التبديل ,1,1,1,1,1,0,0,1,0,0.3054775268646891,[0-2],1
130000,ميتسوبيشي,باجيرو,2008,أزرق ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3200,200000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0.04214700271452145,[0-2],1
130000,بي,ام,2013,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,19000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.9298297672995565,[0-2],1
51000,فولكسفاجن,بولو,2008,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,97000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,0,0,-0.5109668498349262,[3-4],2
47000,كيا,ريو,2012,أبيض عاجي ,ديزل ,عمومي ,1,عادي ,1,1400,360000.0,5,0,للبيع فقط ,5,1,1,1,1,1,0,1,0,0.9013529872573528,[5+),3
25000,فولكسفاجن,كبينة,1986,أبيض عاجي ,بنزين ,تجاري ,1,عادي ,0,1900,762436.0,5,1,للبيع أو التبديل ,3,0,0,0,0,0,0,0,0,3.062449359729096,[3-4],2
89000,مازدا,3,2015,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1500,60000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,0,0,0,-0.709658233760456,[0-2],1
30000,اوبل,فيكترا,2003,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2200,206064.0,5,1,للبيع فقط ,2,0,1,1,0,1,0,0,1,0.07471090952869476,[0-2],1
60000,سكودا,فابيا,2011,فيراني ,ديزل ,خصوصي ,1,عادي ,1,1600,162000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.161914418614401,[0-2],1
30000,اوبل,كورسا,2003,رصاصي ,بنزين ,خصوصي ,1,عادي ,1,1200,206064.0,5,0,للبيع فقط ,2,1,1,1,1,0,0,0,0,0.07471090952869476,[0-2],1
45000,سكودا,اوكتافيا,2007,أسود ميتالك ,ديزل ,عمومي ,1,اوتوماتيك ,1,1900,362236.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.9133603908913389,[0-2],1
320000,لاندروفر,ديسكفري,2016,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3000,14000.0,7,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.95667995431652,[0-2],1
59000,بيجو,بارتنر,2011,أزرق ,ديزل ,خصوصي ,1,عادي ,1,1600,200000.0,5,1,للبيع أو التبديل ,2,0,1,1,1,0,1,0,0,0.04214700271452145,[0-2],1
99000,سكودا,اوكتافيا,2016,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,92000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.5378170368518898,[0-2],1
50000,سيت,ابيزا,2012,فيراني ,بنزين ,خصوصي ,1,عادي ,1,1400,82000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,0,0,0,-0.5915174108858167,[0-2],1
75000,مرسيدس,412,1996,بيج ,ديزل ,تجاري ,1,عادي ,1,2500,611274.0,7,0,للبيع أو التبديل ,4,1,1,1,0,0,0,0,0,2.250703765757449,[3-4],2
7200,اوبل,اسكونا,1984,أبيض ,بنزين ,خصوصي ,1,عادي ,0,1600,803649.0,5,0,للبيع أو التبديل ,3,1,1,1,0,1,0,0,0,3.283764711235119,[3-4],2
115000,داف,55,2011,أبيض عاجي ,ديزل ,تجاري ,1,عادي ,1,5983,350000.0,3,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,0.8476526132234259,[0-2],1
48000,كيا,بيكانتو,2016,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,38000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.8277990566350953,[0-2],1
85000,فولكسفاجن,جولف,2011,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,66000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.6774380093400998,[0-2],1
69500,سيت,ليون,2015,أسود ميتالك ,بنزين ,خصوصي ,1,عادي ,1,1200,82000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.5915174108858167,[0-2],1
46000,كيا,مورننغ,2016,بيج ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,21000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,1,0,-0.9190896924927712,[0-2],1
80000,سيت,ابيزا,2015,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,45000.0,5,0,للبيع فقط ,0,1,1,1,1,0,0,0,1,-0.7902087948113464,[0-2],1
43000,اوبل,استرا,2005,رصاصي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,141000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,0,-0.2746852040856476,[0-2],1
72000,فولكسفاجن,جولف,2010,سكني ,بنزين ,خصوصي ,1,عادي ,1,1400,90000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.5485571116586752,[0-2],1
95000,سكودا,اوكتافيا,2013,بني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,226397.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,1,0,0.18389988005187843,[0-2],1
65000,كيا,ريو,2014,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,44000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,-0.7955788322147391,[0-2],1
45000,شفروليه,ماليبو,2007,بترولي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3500,169000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.12432415679065212,[0-2],1
42000,اوبل,استرا,2006,فضي ,بنزين ,خصوصي ,1,عادي ,1,1600,125000.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.36060580253993074,[0-2],1
128000,هونداي,توسان,2016,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,53000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.7472484955842048,[0-2],1
28000,سيت,قرطبة,2001,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,66000.0,5,0,للبيع فقط ,5,1,0,0,1,1,1,0,0,-0.6774380093400998,[5+),3
95000,سكودا,يتي,2015,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1200,50000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.7633586077943829,[0-2],1
76000,سيت,ابيزا,2016,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,74000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,-0.6344777101129583,[0-2],1
56000,رينو,كانجو,2010,سكني ,ديزل ,خصوصي ,1,عادي ,1,1500,294317.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,0.5486328204903104,[0-2],1
43000,اوبل,استرا,2006,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1600,175154.0,5,1,للبيع فقط ,5,1,1,1,1,1,1,1,1,-0.09127694661017348,[5+),3
9000,مرسيدس,412,1999,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,3000,44555.0,7,0,للبيع فقط ,4,1,1,1,0,0,0,1,0,-0.7925984614558562,[3-4],2
56000,كيا,مورننغ,2016,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1000,72122.0,5,0,للبيع فقط ,0,0,0,0,0,0,0,0,0,-0.6445626403565298,[0-2],1
40000,دراجة,نارية,2017,أبيض ,بنزين ,خصوصي ,1,عادي ,1,390,700000.0,5,1,للبيع فقط ,0,0,0,0,0,0,0,0,0,2.727165704410869,[0-2],1
47000,اوبل,كورسا,2013,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1400,155000.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,-0.19950468043814987,[0-2],1
39000,بيجو,308,2008,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,154548.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.20193193734448336,[0-2],1
83000,فولكسفاجن,جولف,2012,أزرق ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,100000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,1,-0.49485673762474813,[0-2],1
63000,فولكسفاجن,بولو,2014,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1200,92728.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.5339076496222198,[0-2],1
50000,اوبل,كورسا,2013,رمادي ,بنزين ,خصوصي ,1,عادي ,1,1400,103032.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.4785747842176615,[0-2],1
40000,نيسان,ميكرا,2014,عدة الوان ,بنزين ,خصوصي ,1,عادي ,1,1200,92000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,1,0,-0.5378170368518898,[0-2],1
40000,كيا,برايد,2008,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,108000.0,5,0,للبيع فقط ,6,1,1,1,0,1,0,0,0,-0.45189643839760657,[5+),3
83000,مرسيدس,غواصة,2002,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3200,320000.0,5,1,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,0.6865514911216449,[3-4],2
31000,فولكسفاجن,باسات,1998,أزرق ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1900,196000.0,5,0,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,0.020666853100950663,[5+),3
10000,فورد,اسكورت,1996,أبيض ,بنزين ,تجاري ,1,عادي ,1,1600,278186.0,5,1,للبيع أو التبديل ,2,0,0,1,0,0,1,0,0,0.4620087471361828,[0-2],1
190000,فولفو,FH,2001,أبيض عاجي ,ديزل ,تجاري ,1,عادي ,1,420,500000.0,2,0,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1.6531582237323301,[3-4],2
61000,هونداي,اكسنت,2013,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,41000.0,5,0,للبيع فقط ,1,0,1,1,1,0,0,1,0,-0.8116889444249172,[0-2],1
22000,ميتسوبيشي,لانسر,1989,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1300,700617.0,5,1,للبيع فقط ,3,1,1,1,0,0,1,0,0,2.7304790174887628,[3-4],2
57000,فولكسفاجن,بولو,2014,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1200,60000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.709658233760456,[0-2],1
42000,سكودا,اوكتافيا,2004,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,884000.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,3.7152525866351254,[0-2],1
17000,رينو,كليو,1999,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1600,180000.0,5,0,للبيع فقط ,5,1,1,1,1,1,0,0,0,-0.06525374535333248,[5+),3
76000,فولكسفاجن,جولف,2011,أسود ,بنزين ,خصوصي ,1,عادي ,1,1400,123638.0,5,0,للبيع أو التبديل ,1,1,1,1,0,1,0,0,0,-0.3679197934833516,[0-2],1
72000,مرسيدس,412,1997,أبيض ,ديزل ,تجاري ,1,عادي ,1,2500,588634.0,7,1,للبيع أو التبديل ,3,1,1,1,1,0,1,1,0,2.1291261189446384,[3-4],2
89000,فولكسفاجن,جولف,2014,ذهبي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,100000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,-0.49485673762474813,[0-2],1
37000,فولكسفاجن,باسات,1999,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1800,247276.0,5,0,للبيع أو التبديل ,4,1,1,1,1,1,1,0,0,0.29602089099731455,[3-4],2
68000,مرسيدس,سبرنتر,2008,أبيض ,ديزل ,تجاري ,1,عادي ,1,4000,180000.0,3,0,للبيع فقط ,1,1,0,1,1,0,1,0,0,-0.06525374535333248,[0-2],1
30000,اوبل,كورسا,2002,أزرق ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,216367.0,5,0,للبيع فقط ,2,1,1,1,1,1,0,0,0,0.1300384048958497,[0-2],1
52000,بيجو,بارتنر,2008,أبيض عاجي ,ديزل ,خصوصي ,1,عادي ,1,1600,339597.0,5,1,للبيع فقط ,1,1,1,1,1,1,0,1,0,0.7917881141159316,[0-2],1
124000,مرسيدس,سبرنتر,2011,أبيض عاجي ,ديزل ,تجاري ,1,اوتوماتيك ,1,3000,339091.0,3,0,للبيع فقط ,1,1,1,1,1,0,0,0,0,0.7890708751898149,[0-2],1
40000,اوبل,كورسا,2009,ذهبي ,بنزين ,خصوصي ,1,عادي ,1,1400,144244.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.2572648027490417,[0-2],1
7000,اوبل,اسكونا,1986,سكني ,بنزين ,خصوصي ,1,عادي ,0,1600,762436.0,5,0,للبيع فقط ,3,1,0,0,0,0,0,1,0,3.062449359729096,[3-4],2
32000,اوبل,كورسا,2003,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1200,220000.0,5,0,للبيع فقط ,2,1,0,1,1,1,0,1,0,0.14954775078237537,[0-2],1
31500,دراجة,نارية,2018,برتقالي ,بنزين ,خصوصي ,1,عادي ,1,250,4000.0,2,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,-1.0103803283504469,[0-2],1
36000,هونداي,الانترا,2006,أزرق سماوي ,ديزل ,عمومي ,1,عادي ,1,1900,384876.0,5,0,للبيع أو التبديل ,1,1,1,1,1,0,1,0,1,1.0349380377041495,[0-2],1
85000,فولكسفاجن,جيتا,2011,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,90000.0,4,0,للبيع فقط ,1,1,1,1,1,0,0,0,1,-0.5485571116586752,[0-2],1
