Price,Brand,Model,Year,Color,Fuel_Type,Vehicle_History,Palestinian_Licence,Transmission_Type,Electric_Windows,Engine_Capacity,Kilometers_Driven,Seats,Installment_Payment_Method,Listed_For,Previous_Owners,Radio,Air_Conditioner,Central_Lock,Airbag,Magnesium_Rims,Alert_System,Leather_Seats,Sunroof,Kilometers_Driven_ZScore,Previous_Owners_Ranges,Previous_Owners_Labels
26000,اوبل,استرا,1997,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1600,267883.0,5,0,للبيع فقط ,2,1,1,0,0,0,0,0,0,0.4066812517690278,[0-2],1
89000,هونداي,توسان,2015,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,55000.0,6,0,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.7365084207774194,[0-2],1
37000,سكودا,اوكتافيا,2001,فضي ,ديزل ,عمومي ,1,عادي ,1,1900,400000.0,5,0,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1.1161544833930606,[0-2],1
44000,تويوتا,كورولا,1998,بنفسجي ,بنزين ,خصوصي ,1,عادي ,1,1600,257580.0,5,1,للبيع فقط ,2,1,1,1,1,1,0,1,0,0.3513537564018729,[0-2],1
143000,هونداي,سانتافيه,2014,بترولي ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,35000.0,7,1,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.8439091688452733,[0-2],1
73000,سيت,ليون,2015,بني ,بنزين ,خصوصي ,1,عادي ,1,1200,82425.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,0,1,-0.5892351449893748,[0-2],1
145000,هونداي,سانتافيه,2013,سكني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2200,380000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,1.0087537353252067,[0-2],1
70000,فولكسفاجن,جولف,2007,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,210000.0,5,1,للبيع فقط ,1,1,1,1,1,1,0,0,0,0.09584737674844841,[0-2],1
33000,اوبل,كورسا,2003,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,0,1400,167000.0,1,0,للبيع فقط ,4,0,0,0,0,1,0,0,0,-0.13506423159743752,[3-4],2
46499,هونداي,فيرنا,2009,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,140000.0,6,0,للبيع فقط ,5,1,1,1,1,1,1,0,1,-0.2800552414890403,[5+),3
62000,بيجو,بارتنر,2011,أبيض ,ديزل ,تجاري ,1,عادي ,1,1600,75000.0,5,1,للبيع فقط ,1,1,1,1,1,0,0,1,0,-0.6291076727095656,[0-2],1
56000,هونداي,i20,2013,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1400,160000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,0,1,0,0,-0.17265449342118638,[0-2],1
70000,سيت,ليون,2014,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1200,60000.0,5,0,للبيع فقط ,0,1,1,1,1,1,0,0,0,-0.709658233760456,[0-2],1
24000,سوبارو,عريض,1986,أبيض ,بنزين ,عمومي ,1,عادي ,0,1600,111111.0,5,0,للبيع فقط ,7,1,1,1,0,1,1,0,0,-0.43519025203565187,[5+),3
27500,تويوتا,كورولا,1993,زيتي ,بنزين ,خصوصي ,1,عادي ,1,1600,309096.0,5,0,للبيع أو التبديل ,3,1,1,0,1,1,0,1,0,0.627996603275051,[3-4],2
66000,هونداي,اكسنت,2014,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,94000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.5270769620451043,[0-2],1
48000,هونداي,فيرنا,2008,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,90000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.5485571116586752,[0-2],1
108000,هونداي,توسان,2015,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,20000.0,6,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.9244597298961638,[0-2],1
64000,هونداي,اكسنت,2013,ذهبي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,80000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,0,1,0,-0.6022574856926021,[0-2],1
550000,فيات,دوبلو,2009,بني ,ديزل ,خصوصي ,1,عادي ,1,1900,200000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,0.04214700271452145,[0-2],1
6000,سوبارو,نملة,1983,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,0,1300,824256.0,5,0,للبيع أو التبديل ,4,0,0,0,0,0,0,0,0,3.394425072006832,[3-4],2
68000,اوبل,كورسا,2013,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,50000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.7633586077943829,[0-2],1
8000,سيت,ابيزا,1988,أحمر ,بنزين ,خصوصي ,1,عادي ,0,1500,721224.0,5,1,للبيع فقط ,3,0,1,0,0,1,0,0,0,2.841139378260476,[3-4],2
65000,بيجو,بارتنر,2008,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,339597.0,5,0,للبيع فقط ,2,1,1,0,1,0,1,1,1,0.7917881141159316,[0-2],1
52000,فولكسفاجن,جولف,2003,أزرق ,بنزين ,خصوصي ,1,عادي ,1,1600,206064.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0.07471090952869476,[0-2],1
53000,سيت,ابيزا,2010,أبيض عاجي ,بنزين ,خصوصي ,1,عادي ,1,1400,140000.0,5,1,للبيع فقط ,2,1,1,1,1,1,1,1,1,-0.2800552414890403,[0-2],1
92000,بي,ام,2007,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,164851.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,1,-0.14660444197732841,[0-2],1
155000,فولكسفاجن,GTI,2015,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,200,46000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.7848387574079537,[0-2],1
90000,هونداي,توسان,2013,فضي ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,2000,82000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.5915174108858167,[0-2],1
38000,هونداي,اكسنت,2006,أزرق سماوي ,بنزين ,خصوصي ,1,عادي ,0,1400,175154.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.09127694661017348,[0-2],1
8000,تويوتا,تيندرا,1996,كحلي ,ديزل ,خصوصي ,0,عادي ,1,2500,611274.0,5,0,للبيع فقط ,1,0,0,0,0,0,0,0,0,2.250703765757449,[0-2],1
85000,هونداي,ix35,2014,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,38000.0,5,0,للبيع فقط ,0,1,1,1,1,1,0,0,1,-0.8277990566350953,[0-2],1
70000,اوبل,كورسا,2014,فيراني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,51000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,1,-0.7579885703909902,[0-2],1
112000,سكودا,اوكتافيا,2014,أسود ميتالك ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,120000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.3874559895568942,[0-2],1
50000,ايسوزو,تروبر,1998,أحمر ,ديزل ,خصوصي ,1,عادي ,1,3100,280000.0,7,0,للبيع فقط ,3,1,1,1,1,1,1,0,0,0.4717499949859371,[3-4],2
15000,مرسيدس,200,1978,ذهبي ,بنزين ,عمومي ,1,اوتوماتيك ,0,2000,927288.0,5,1,للبيع أو التبديل ,4,1,0,0,0,1,0,0,0,3.9477107657531882,[3-4],2
68000,فولكسفاجن,كادي,2010,أسود ,ديزل ,خصوصي ,1,عادي ,1,1600,294317.0,7,0,للبيع فقط ,2,1,1,1,1,0,0,1,1,0.5486328204903104,[0-2],1
67000,فولكسفاجن,GTI,2008,أزرق سماوي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,115000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.4143061765738577,[0-2],1
25000,فولكسفاجن,بولو,1997,أخضر ,بنزين ,تأجير ,1,عادي ,1,1600,267883.0,5,1,للبيع فقط ,2,1,0,1,1,1,1,0,1,0.4066812517690278,[0-2],1
100000,بي,ام,2005,أزرق ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,2300,300000.0,5,1,للبيع أو التبديل ,3,1,1,1,1,1,0,1,1,0.579150743053791,[3-4],2
118000,كيا,سبورتاج,2014,رمادي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,41000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,-0.8116889444249172,[0-2],1
43000,كيا,ريو,2010,أبيض عاجي ,ديزل ,عمومي ,1,عادي ,1,1500,294317.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,0.5486328204903104,[0-2],1
95000,فولكسفاجن,كادي,2014,أبيض ,ديزل ,خصوصي ,1,عادي ,1,1600,120000.0,7,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,-0.3874559895568942,[0-2],1
24000,اوبل,استرا,1995,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1400,288489.0,5,0,للبيع فقط ,3,1,1,1,1,0,1,1,0,0.5173362425033378,[3-4],2
86000,سكودا,رابيد,2014,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,60000.0,5,0,للتبديل فقط ,0,1,1,1,1,1,1,0,0,-0.709658233760456,[0-2],1
18500,فولكسفاجن,جولف,2006,فضي ,بنزين ,خصوصي ,0,اوتوماتيك ,1,2000,196000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,0.020666853100950663,[0-2],1
60000,ستروين,C-Elysee,2015,أزرق ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,1200,20000.0,5,1,للبيع أو التبديل ,1,1,1,1,1,0,1,0,0,-0.9244597298961638,[0-2],1
37000,هونداي,اكسنت,2008,رصاصي ,بنزين ,تأجير ,1,اوتوماتيك ,1,1400,154548.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.20193193734448336,[0-2],1
68000,هونداي,اكسنت,2015,فيراني ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,43000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,0,1,0,0,-0.8009488696181318,[0-2],1
260000,مرسيدس,S350Long,2006,ذهبي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3500,274000.0,5,1,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,0.43952977056558096,[5+),3
58000,هونداي,i30,2009,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,120000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.3874559895568942,[0-2],1
48000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,1,عادي ,1,1400,103032.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.4785747842176615,[0-2],1
7000,مرسيدس,614,1996,أبيض ,ديزل ,خصوصي ,0,عادي ,0,3000,2000.0,22,0,للبيع فقط ,1,0,1,1,0,0,1,0,0,-1.0211204031572323,[0-2],1
100000,فولكسفاجن,باسات,2011,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,136000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.3015353911026111,[0-2],1
61000,هوندا,سيفيك,2008,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,116000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.408936139170465,[0-2],1
7000,دراجة,نارية,2013,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,125,13700.0,2,1,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,-0.9582909655375378,[0-2],1
42000,رينو,كليو,2011,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1150,132000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,0,0,0,0,-0.3230155407161819,[0-2],1
54000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,1,عادي ,1,1400,54000.0,5,1,للبيع فقط ,1,0,0,0,0,0,0,0,0,-0.7418784581808121,[0-2],1
69000,اوبل,كورسا,2016,أسود ميتالك ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,40000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.8170589818283099,[0-2],1
60000,فولكسفاجن,باسات,2006,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,175154.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.09127694661017348,[0-2],1
112000,فولكسفاجن,جولف,2016,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,78000.0,5,1,للبيع أو التبديل ,0,1,1,1,1,1,1,0,1,-0.6129975604993875,[0-2],1
44000,هونداي,كليك,2008,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,72000.0,5,0,للبيع فقط ,2,1,1,1,1,0,1,0,1,-0.6452177849197436,[0-2],1
130000,ميتسوبيشي,باجيرو,2007,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,3200,120000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,-0.3874559895568942,[0-2],1
59000,اوبل,كورسا,2014,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1400,92728.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,0,0,0,-0.5339076496222198,[0-2],1
80000,سكودا,اوكتافيا,2012,رصاصي ,ديزل ,خصوصي ,1,نصف اوتوماتيك ,1,1600,160000.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,0,0,-0.17265449342118638,[0-2],1
35000,سكودا,فابيا,2003,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,452795.0,5,0,للبيع فقط ,2,0,0,1,0,1,0,0,0,1.399665608105178,[0-2],1
19000,هونداي,الانترا,1999,سكني ,بنزين ,عمومي ,1,عادي ,1,1600,12345.0,5,0,للبيع فقط ,3,1,1,1,0,0,0,0,0,-0.9655673662191349,[3-4],2
56500,هونداي,اكسنت,2011,جيشي ,بنزين ,خصوصي ,1,عادي ,1,1600,133000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,0,0,-0.3176455033127892,[0-2],1
46000,كيا,برايد,2008,فضي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,157000.0,5,0,للبيع فقط ,1,1,1,1,1,1,1,1,0,-0.18876460563136446,[0-2],1
85000,هونداي,اكسنت,2014,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,47000.0,5,1,للبيع فقط ,0,1,1,1,1,1,1,1,0,-0.779468720004561,[0-2],1
45000,هونداي,اكسنت,2009,ذهبي ,بنزين ,خصوصي ,1,عادي ,1,1400,71000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.6505878223231363,[0-2],1
37000,اوبل,كورسا,2009,رمادي ,بنزين ,خصوصي ,1,عادي ,1,1400,130000.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.3337556155229673,[0-2],1
120000,سكودا,سوبيرب,2013,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,132000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,1,0,-0.3230155407161819,[3-4],2
45000,هونداي,افانتي,2005,سكني ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,185457.0,5,1,للبيع فقط ,3,1,1,1,1,1,1,1,1,-0.03594945124301853,[3-4],2
130000,بي,ام,2007,كحلي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,4000,180000.0,5,1,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,-0.06525374535333248,[0-2],1
74500,سكودا,فابيا,2016,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1200,47000.0,5,0,للبيع فقط ,0,0,1,1,0,1,1,0,0,-0.779468720004561,[0-2],1
30000,بي,ام,1989,أبيض ,بنزين ,خصوصي ,1,عادي ,1,1600,999855.0,5,1,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,4.3373982700051865,[3-4],2
3500,بيجو,205,1998,أحمر ,بنزين ,خصوصي ,0,عادي ,1,1400,257580.0,5,0,للبيع فقط ,2,1,0,0,0,1,0,1,0,0.3513537564018729,[0-2],1
52000,سكودا,اوكتافيا,2006,رمادي ,ديزل ,عمومي ,1,عادي ,1,1900,384876.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,1,1,1.0349380377041495,[0-2],1
55000,مرسيدس,S320,1992,أبيض ,بنزين ,خصوصي ,1,اوتوماتيك ,1,3200,386694.0,5,1,للبيع فقط ,3,1,1,1,1,1,1,1,1,1.0447007657035174,[3-4],2
105000,هونداي,ix35,2013,أسود ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,52000.0,6,0,للبيع فقط ,1,1,1,1,1,1,1,1,1,-0.7526185329875975,[0-2],1
64000,سكودا,اوكتافيا,2009,أبيض ,ديزل ,عمومي ,1,اوتوماتيك ,1,1900,5000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,0,0,-1.0050102909470542,[3-4],2
65000,مرسيدس,E300,1999,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,300,150000.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,1,0,-0.22635486745511335,[0-2],1
95000,فولكسفاجن,جولف,2011,أسود ,بنزين ,خصوصي ,1,عادي ,1,1400,123638.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,1,-0.3679197934833516,[0-2],1
51000,فيات,باندا,2015,أسود ,بنزين ,خصوصي ,1,عادي ,1,1250,30000.0,5,0,للبيع فقط ,0,1,1,1,1,0,1,1,0,-0.8707593558622369,[0-2],1
58000,هونداي,i30,2008,أسود ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,250000.0,5,1,للبيع أو التبديل ,3,1,1,1,1,1,0,1,1,0.31064887288415627,[3-4],2
73000,سيت,ليون,2015,عدة الوان ,بنزين ,خصوصي ,1,عادي ,1,1200,65000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.6828080467434925,[0-2],1
25000,دايو,لانوس,2000,سكني ,بنزين ,خصوصي ,1,عادي ,0,1500,236973.0,5,0,للبيع فقط ,2,0,0,0,0,0,0,0,0,0.2406933956301596,[0-2],1
43000,اوبل,كورسا,2008,أزرق سماوي ,بنزين ,خصوصي ,1,عادي ,1,1400,90000.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,0,0,-0.5485571116586752,[0-2],1
66500,هونداي,اكسنت,2013,أبيض عاجي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,165500.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,-0.14311928770252655,[0-2],1
25000,مرسيدس,250,1992,أسود ,ديزل ,عمومي ,1,عادي ,0,2500,701833.0,8,1,للبيع فقط ,3,1,0,0,1,1,0,1,0,2.7370089829712883,[3-4],2
90000,كيا,اوبتيما,2014,فضي ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,2000,40000.0,6,1,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,-0.8170589818283099,[0-2],1
78000,بيجو,بارتنر,2014,رصاصي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,140000.0,5,1,للبيع أو التبديل ,0,1,0,1,1,0,1,1,0,-0.2800552414890403,[0-2],1
60000,بي,ام,1998,خمري ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2800,256664.0,5,0,للبيع فقط ,4,1,1,1,1,1,1,1,1,0.34643480214036515,[3-4],2
90000,فولكسفاجن,جولف,2012,بترولي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1400,109000.0,5,0,للبيع فقط ,1,1,1,1,1,1,0,1,1,-0.44652640099421387,[0-2],1
100000,ستروين,بيكاسو,2013,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,100000.0,7,1,للبيع أو التبديل ,1,1,1,1,1,1,1,0,0,-0.49485673762474813,[0-2],1
9500,سوبارو,نملة,1984,فضي ,بنزين ,خصوصي ,1,عادي ,0,1600,803649.0,5,0,للبيع فقط ,3,1,0,0,0,0,0,0,0,3.283764711235119,[3-4],2
47000,هوندا,سيفيك,2007,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1800,164851.0,5,0,للبيع فقط ,1,1,1,1,1,0,0,1,0,-0.14660444197732841,[0-2],1
110000,سكودا,اوكتافيا,2015,أزرق ,ديزل ,خصوصي ,1,عادي ,1,1600,39000.0,6,1,للبيع فقط ,0,1,1,1,1,1,1,0,0,-0.8224290192317026,[0-2],1
60000,هونداي,توسان,2006,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,384876.0,5,1,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1.0349380377041495,[0-2],1
59000,بي,ام,2002,أسود ميتالك ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,3000,190000.0,5,1,للبيع فقط ,4,1,1,1,1,1,1,0,1,-0.01155337131940551,[3-4],2
42000,فولكسفاجن,بورا,2002,سكني ,ديزل ,خصوصي ,1,عادي ,1,2000,475435.0,5,0,للبيع فقط ,3,0,0,0,0,0,0,0,0,1.5212432549179884,[3-4],2
31000,اوبل,كورسا,1998,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,0,1400,113500.0,5,0,للبيع فقط ,4,1,0,1,1,0,1,1,0,-0.42236123267894676,[3-4],2
125000,بي,ام,2014,أبيض عاجي ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,74000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.6344777101129583,[0-2],1
52000,فولكسفاجن,LT,2005,أبيض ,ديزل ,تجاري ,1,عادي ,1,2500,407516.0,5,0,للبيع فقط ,1,1,0,0,0,0,1,0,0,1.1565156845169602,[0-2],1
68000,فولكسفاجن,جولف,2006,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,2000,384876.0,5,1,للبيع فقط ,3,1,1,1,1,1,1,1,1,1.0349380377041495,[3-4],2
5000,فولكسفاجن,باسات,2002,أبيض ,ديزل ,خصوصي ,0,اوتوماتيك ,1,2000,475435.0,5,0,للبيع فقط ,2,0,0,0,0,1,1,0,1,1.5212432549179884,[0-2],1
62000,فولكسفاجن,جولف,2002,أزرق ,بنزين ,خصوصي ,1,عادي ,1,2000,91000.0,5,0,للبيع فقط ,3,1,1,1,1,1,1,1,1,-0.5431870742552825,[3-4],2
50000,سكودا,اوكتافيا,2008,أصفر ,ديزل ,عمومي ,1,عادي ,1,1900,339597.0,5,0,للبيع فقط ,1,1,1,1,1,0,1,1,0,0.7917881141159316,[0-2],1
90000,سكودا,اوكتافيا,2014,سكني ,ديزل ,خصوصي ,1,عادي ,1,1600,150000.0,5,0,للبيع فقط ,0,1,1,1,1,0,0,0,0,-0.22635486745511335,[0-2],1
46000,سكودا,اوكتافيا,2004,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,620000.0,5,1,للبيع فقط ,5,1,1,1,1,0,1,1,0,2.2975627121394537,[5+),3
32000,فولكسفاجن,باسات,1998,أزرق سماوي ,بنزين ,خصوصي ,1,عادي ,1,1600,257580.0,5,0,للبيع فقط ,2,1,1,1,1,1,1,0,0,0.3513537564018729,[0-2],1
38000,دراجة,نارية,2016,أسود ,بنزين ,خصوصي ,1,عادي ,1,390,72122.0,5,0,للبيع أو التبديل ,0,0,0,0,0,1,0,1,0,-0.6445626403565298,[0-2],1
70000,كيا,برايد,2014,أبيض عاجي ,بنزين ,خصوصي ,1,نصف اوتوماتيك ,1,1400,65000.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,1,1,-0.6828080467434925,[0-2],1
48000,فولكسفاجن,باسات,2005,فضي ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1900,407516.0,5,0,للبيع أو التبديل ,1,1,1,1,1,1,1,1,0,1.1565156845169602,[0-2],1
70000,فورد,فوكس,2013,أخضر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,1600,51000.0,6,0,للبيع فقط ,2,1,1,1,1,1,1,0,0,-0.7579885703909902,[0-2],1
70000,فولكسفاجن,كادي,2008,أبيض ,ديزل ,عمومي ,1,عادي ,1,1900,339597.0,5,0,للبيع فقط ,1,1,1,0,0,0,0,1,0,0.7917881141159316,[0-2],1
145000,فولكسفاجن,GTI,2014,أحمر ,بنزين ,خصوصي ,1,اوتوماتيك ,1,2000,1600.0,5,0,للبيع فقط ,0,1,1,1,1,1,1,0,0,-1.0232684181185894,[0-2],1
97000,سكودا,اوكتافيا,2014,أبيض ,ديزل ,خصوصي ,1,اوتوماتيك ,1,1600,100000.0,5,0,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,-0.49485673762474813,[0-2],1
26000,بي,ام,1987,أسود ميتالك ,بنزين ,خصوصي ,1,عادي ,1,1800,363636.0,5,0,للبيع فقط ,6,1,1,1,1,1,1,1,0,0.9208784432560886,[5+),3
57000,سكودا,اوكتافيا,2007,سكني ,ديزل ,عمومي ,1,عادي ,1,1900,362236.0,5,1,للبيع فقط ,1,1,0,0,0,1,1,0,0,0.9133603908913389,[0-2],1
7500,فولكسفاجن,كبينة,2001,أبيض ,ديزل ,خصوصي ,1,عادي ,1,2400,220000.0,6,0,للبيع فقط ,2,1,1,1,0,0,0,1,0,0.14954775078237537,[0-2],1
26500,مرسيدس,410,1994,أبيض عاجي ,ديزل ,تجاري ,1,عادي ,0,2500,490000.0,3,1,للبيع فقط ,2,1,0,0,0,0,0,0,0,1.599457849698403,[0-2],1
32000,هونداي,H1,2006,أبيض عاجي ,ديزل ,عمومي ,1,عادي ,1,2500,384876.0,8,0,للبيع فقط ,1,1,0,0,0,0,1,0,0,1.0349380377041495,[0-2],1
